"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"Switchboard","SwitchboardService","update","POST /adminapi/callConfig/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Switchboard","SwitchboardService","detail","GET /adminapi/callConfig/get","","","Query DTO: id required.","","",""
"Switchboard","SwitchboardService","delete","DELETE /adminapi/callConfig/delete","","","","","",""
"Switchboard","SwitchboardService","updateStatus","POST /adminapi/callConfig/update/status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"TeamEmployee","TeamEmployeeService","list","GET /adminapi/group/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TeamEmployee","TeamEmployeeService","update","POST /adminapi/group/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TeamEmployee","TeamEmployeeService","detail","GET /adminapi/group/get","","","Query DTO: id required.","","",""
"TeamEmployee","TeamEmployeeService","delete","DELETE /adminapi/group/delete","","","","","",""
"TeamEmployee","TeamEmployeeService","listEmployee","GET /adminapi/groupEmployee/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TeamEmployee","TeamEmployeeService","updateEmployee","POST /adminapi/groupEmployee/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TeamEmployee","TeamEmployeeService","deleteEmployee","DELETE /adminapi/groupEmployee/delete","","","","","",""
"TemplateCategory","TemplateCategoryService","list","GET /adminapi/templateCategory/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TemplateCategory","TemplateCategoryService","update","POST /adminapi/templateCategory/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TemplateCategory","TemplateCategoryService","detail","GET /adminapi/templateCategory/get","","","Query DTO: id required.","","",""
"TemplateCategory","TemplateCategoryService","delete","DELETE /adminapi/templateCategory/delete","","","","","",""
"TemplateEmail","TemplateEmailService","list","GET /adminapi/templateEmail/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TemplateEmail","TemplateEmailService","update","POST /adminapi/templateEmail/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TemplateEmail","TemplateEmailService","detail","GET /adminapi/templateEmail/get","","","Query DTO: id required.","","",""
"TemplateEmail","TemplateEmailService","delete","DELETE /adminapi/templateEmail/delete","","","","","",""
"TemplateSMS","TemplateSMSService","list","GET /adminapi/templateSms/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TemplateSMS","TemplateSMSService","update","POST /adminapi/templateSms/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TemplateSMS","TemplateSMSService","detail","GET /adminapi/templateSms/get","","","Query DTO: id required.","","",""
"TemplateSMS","TemplateSMSService","delete","DELETE /adminapi/templateSms/delete","","","","","",""
"TemplateZalo","TemplateZaloService","list","GET /adminapi/templateZalo/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TemplateZalo","TemplateZaloService","update","POST /adminapi/templateZalo/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TemplateZalo","TemplateZaloService","detail","GET /adminapi/templateZalo/get","","","Query DTO: id required.","","",""
"TemplateZalo","TemplateZaloService","delete","DELETE /adminapi/templateZalo/delete","","","","","",""
"TenderPackage","TenderPackageService","list","GET /tenderPackage/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TenderPackage","TenderPackageService","update","POST /tenderPackage/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TenderPackage","TenderPackageService","detail","GET /tenderPackage/get","","","Query DTO: id required.","","",""
"TenderPackage","TenderPackageService","delete","DELETE /tenderPackage/delete","","","","","",""
"TenderPackage","TenderPackageService","listBiddingInvitation","GET /tenderInvitation/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TenderPackage","TenderPackageService","listContractor","GET /tenderInvitation/list_contractor","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"TenderPackage","TenderPackageService","detailBiddingInvitation","GET /tenderInvitation/get","","","Query DTO: id required.","","",""
"TenderPackage","TenderPackageService","updateBidding","POST /tenderInvitation/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TenderPackage","TenderPackageService","cancelBidding","POST /tenderInvitation/cancel","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"TenderPackage","TenderPackageService","updateBiddingStatus","POST /tenderInvitation/update/bidding_status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
